what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327686940231
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327686941754
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327686964016
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327686966771
opened,view,rabbit.ui,1.2.0.201102121140,"rabbit.ui.view.rabbitview",1327686967016
activated,view,rabbit.ui,1.2.0.201102121140,"rabbit.ui.view.rabbitview",1327686967047
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.views.showView",1327686967051
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.views.showView",1327686967051
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327687062373
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327687067080
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327687076246
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327687079424
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327687080711
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327687082708
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327687116846
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327687156995
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327687157036
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327689510613
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327689515081
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327689517885
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327689523212
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327720682332
activated,view,rabbit.ui,1.2.0.201102121140,"rabbit.ui.view.rabbitview",1327720683513
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327720688422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327720690195
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327720690414
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327720691600
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327720695018
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327720696894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327720696963
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327720700074
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1327720705226
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1327720705398
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1327720705413
