what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1327675276394
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1327675276412
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1327675276456
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1327675276457
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1327675276458
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1327675276472
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1327675276483
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1327675276483
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1327675276503
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1327675276513
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1327675276525
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1327675276540
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1327675276561
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1327675276664
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1327675276679
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1327675276756
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1327675276794
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1327675276799
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1327675276799
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1327675276807
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1327675276818
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1327675276866
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1327675276916
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1327675276951
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1327675277068
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1327675277212
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1327675277213
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1327675277302
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1327675277302
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.4.v20111117-0100,"org.eclipse.mylyn.tasks.ui",1327675277419
started,bundle,rabbit.ui,1.2.0.201102121140,"rabbit.ui",1327675277443
os,sysinfo,,,"macosx",1327675277445
arch,sysinfo,,,"x86_64",1327675277445
ws,sysinfo,,,"cocoa",1327675277445
locale,sysinfo,,,"en_US",1327675277445
processors,sysinfo,,,"4",1327675277445
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1327675277445
java.runtime.version,sysinfo,,,"1.6.0_26-b03-383-11A511",1327675277445
java.specification.name,sysinfo,,,"Java Platform API Specification",1327675277445
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1327675277445
java.specification.version,sysinfo,,,"1.6",1327675277445
java.vendor,sysinfo,,,"Apple Inc.",1327675277445
java.version,sysinfo,,,"1.6.0_26",1327675277445
java.vm.info,sysinfo,,,"mixed mode",1327675277445
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1327675277445
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1327675277445
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1327675277445
java.vm.specification.version,sysinfo,,,"1.0",1327675277445
java.vm.vendor,sysinfo,,,"Apple Inc.",1327675277445
java.vm.version,sysinfo,,,"20.1-b02-383",1327675277445
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1327675277472
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1327675279643
activated,view,rabbit.ui,1.2.0.201102121140,"rabbit.ui.view.rabbitview",1327675279730
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1327675280107
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1327675280373
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1327675280374
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1327675280430
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1327675280561
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1327675280736
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1327675281678
started,bundle,rabbit.data.xml,1.2.1.201102121140,"rabbit.data.xml",1327675282780
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327675284738
closed,view,rabbit.ui,1.2.0.201102121140,"rabbit.ui.view.rabbitview",1327675284808
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1327675286757
started,bundle,rabbit.tracking.mylyn,1.2.0.201102121140,"rabbit.tracking.mylyn",1327675292741
started,bundle,rabbit.tracking,1.2.0.201102121140,"rabbit.tracking",1327675292977
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327675370003
started,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1327675371565
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1327675384387
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1327675384563
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327675388777
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327675388867
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1327675421011
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675422433
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675422750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675423228
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675426207
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1327675474222
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1327675474236
